roleplay_id,dataset,title,message,Contextual Alignment,Character Consistency,Descriptive Depth,Role-Specific Knowledge,Engagement and Collaboration,Creativity and Emotional Nuance
1546318,roleplayerguild,Crash Course! - A Boku no Hero Academia RP,"[{'content': ' Almost as soon as the words left her mouth, Shuko found herself regretting them.  Even if Boro had heard, she couldn\'t know for sure how he might react, and if things went badly the whole group would end up blaming her for it.  It would\'ve been easier to just stay in the background and let events run their natural course.  At least that way, whatever happened wouldn\'t have been her fault.  Then she heard Boro speak her name.  Frightened, she looked up, only to see him walking away, disappearing amidst the thick clouds of smoke that faded away soon after.   What?   It... was over?  He\'d left them be, releasing everyone from the prison formed by his Quirk without kicking any of them out.  Perhaps it was just luck, but her gamble had paid off.  Before she got a chance collect herself, Tommy had his arms around her again.  His compliment made her smile, along with the sudden realization that she\'d actually been right and that she  might  have just saved everyone from being booted off the program.  Part of her felt like pumping her fists in the air and shouting out with relief, but she kept herself restrained, not wanting to look smug about the whole affair.    ""Thanks!  To be honest, I wasn\'t quite sure if...""   She trailed off, seeing that he\'d moved on already.  A free spirit, that one.  People were tricky, impossible to fully understand though raw calculation, but at least now she\'d started to get a sense of how this strange group worked, even if a few individuals remained a mystery to her.  Lagging behind the more adventurous students, she managed to get a quick look past them to the room ahead, where Tumble herself awaited.  Her eyes widened, and she blushed a little at the sight.     Whatever she\'d been expecting, this wasn\'t it. There really was no way to put it politely: the so-called hero looked like the kind of woman who\'d hang around in dive bars and nightclubs, letting people pick her up and have their way with her. The messy hair and unkempt clothing Shuko could understand and sympathize with, but for their supposed mentor to be completely asleep, not making any effort to present herself well for them, with her blouse in a state like  that  in front of a group full of teenage boys?  What the  hell  had Tumble been thinking?  The only thing that kept Shuko from freezing up in sheer mortification was the echo of Boro\'s parting words.   Believe in Tumble.   This could be a test, or a prank, a plan meant to keep the hero candidates on their toes and gauge their reactions.  She couldn\'t back out just yet, not until she was sure.   Nor could she stand by and let the boys pile onto a sleeping woman like that.   ""Wait!""   She reached out with both arms, trying to grab Tommy before he went careening off towards the slumbering hero, but he\'d already gotten a head start and she only ended up stumbling forwards, painfully banging one hip on the table\'s edge.   ""Aaaaah-!""   It wasn\'t serious, but it made her lean over and wince, cutting short any further attempts at dealing with the rowdy boys.  Not that she could have done much anyways.  Helpless, she could only glance imploringly at the other girls, hoping one of them would be able to intervene before Tumble woke up and realized what was going on.  ', 'role': 'user'}
 {'content': '          Nori Azami     Tommy Sparks       with  @mcfazzer        ~Hugs~      BGM   While everyone was busy assessing the situation and rationalizing everything that happened in this short moment, all Nori could think about was the rejection of her challenge; no not even a rejection, she just got straight up ignored. Boro was not gaining any affection in her eyes. The thing that removed Nori from her train of thoughts was a growl of some kind; upon looking around to find the source, she noticed Fenrir, who apparently threatened Nori; she didn’t really understand why he was so upset about it when others barely batted an eye, but appearances needed to be kept so she innocently gazed at Fenrir and softly said,    “Well…sorry, I didn’t know your ears were that sensitive, though it’s pretty obvious if you think about it-“   her last words being said in a more joking tone before removing the smile from her face and scratching her right cheek with one finger, as if to look cute.  “I *did* warn you.”     After addressing Fenrir, Nori turned around, only to see a round table with a single person sleeping on it in the most nonchalant way possible. It made Nori lift the right corner of her mouth and twitch her eye in dismay.   ""Mmmm... Woman of the hour.”   Nori quickly glanced towards the blind girl before looking back towards the sleeping beauty. The words slowly sunk in, that unruffled woman was Tumble! She is the one that gave Nori the opportunity to challenge U.A., and she is the one in charge here. The sight made Nori a bit agitated though, Tumble was a very popular hero, but this slop in front of them didn’t look competent at all. Yet she was even more agitated at the boy buttoning up her shirt as if it was the nicest thing to do. She wanted to speak up about it but before being able to, a little boy was flying across the room, looking to tackle Tumble. Her first reaction was surprise, what reason did he have to glide straight into Tumble? How did he even do it? Luckily, she was able to contain herself and remove any unnecessary thoughts so she could focus on the important things, like impressing Tumble herself.   With a sigh, Nori set one arm to face Tommy and the other in the opposite direction and she began to suck air in from Tommy’s side and pushing out air on the other end. In a flash she was racing across the room getting closer to Tommy, and with each inch closer, the pull affected Tommy more.  As he skidded across the table, aiming to fall right into Tumble’s lap, suddenly he felt the air around him drawn off course, his first instinct was to ‘pull’ harder to compensate, but if he did that he would be more likely to hurt Tumble than give a surprise. Changing from pulling to pushing, Tommy flew towards the source of the suction force, a pale girl with fun hair’s arms. Well… if she had her arms wide open, what kind of gentleman would Tommy be if he didn’t oblige~?  Opening his own arms to match Nori’s, Tommy was soon on a collision course with her instead, adjusting his speed so he didn’t slam into her, Tommy was mere moments away from impact.   “I didn’t know my hugs were in such high demand! You could have just asked, I was also going to get around to everyone at some point~.”   Nori’s plan had completely backfired, both literally and metaphorically. That little brat was heading straight for him, and it all went so fast that she could barely hear what Tommy was saying. she tried to stop and dodge him, but the momentum didn’t allow her to move, and so with a squeal, the two hit each other and tumbled down on the floor.    BGM   Nori blinked a few times, still a bit surprised; at least the fall didn’t hurt a whole lot since she used her quirk to reduce the fall damage. upon looking down, her eyes fell upon Tommy who blissfully had his arms wrapped around her. Yet instead of red cheeks and an awkward expression, Nori looked pissed off.   “Get off of me boy, what is wrong with you!”   She shouted while pushing Tommy aside with a good gust. after getting up, adjusting her clothes and hair and facing Tommy she continued with an almost scolding tone,  “You can’t just fly across the room  hugging  everyone as you see fit, it’s rude, annoying, and obnoxious. have you ever seen a hero fly around cuddling everyone? It’s childish, even for someone of your age, so stop it; if you want affection, earn it.”   Nori’s arms were folded at this point, her gaze still on Tommy.  Nori’s gust lifting him into the air Tommy, suspended himself for a moment to flip backwards for dramatic effect. Landing with arms up in the air and then looking around with a wide grin on his face like he was an olympic gymnast that had just completed their routine. He was about to take a bow when Nori berated him. Her points had merit and the affection comment did cut close to the bone, but he couldn’t just let her have the last word!   “Well, ma’am, you did a spectacular  job  of  blowing  me away, but why shouldn’t a hero fly around hugging people? Disasters happen, villains happen, just plain old scary stuff happens. Hugs are comforting, reassuring. They say ‘I’m here, you’re safe’. Hugs and affection? They might as well be as important as a hero’s costume. Is it childish? Probably. So is dressing up in spandex and stopping a mugger. So is coming up with a whacky code name to be called by everyone while wearing the spandex. A hug is important. Even a quirkless can be ‘super’ if they can give a kid a hug when needed, sometimes people need that more than a costume.”  Bowing after making his point, Tommy’s smile was as ever present as always, but lacked a certain charm. Getting back up, the charm was back on and sighed.   “And here I thought I could be the first thing Miss Tumble saw upon waking, oh well. I’ll make a hugger out of you ma’am~!”    “Is that your excuse for hugging everyone around you? You’re obviously missing the point, it’s really sweet that you want to comfort people, it’s a heroic quality even, but let me ask you; when you came at Tumble or me, did we look like we needed comfort? what if I felt very anxious around people, what if I didn’t like being hugged out of comfort at all? You’re not paying attention to others around you before you assault them, so that begs me to think, you have ulterior motives for your charade. besides, if you go around hugging people at the pace you’re at, it will give as much comfort as a handshake.”    “Charade?!”  both hands over his heart, Tommy acted as the the accusation struck him physically  “My word, you wound me! Well, if I did have an ulterior motive it would be something along the lines of ‘I like hugging and I’m a human being and therefore inherently selfish by nature’. But that’s on the assumption that I have an ulterior motive. Besides, have you given Miss Akemi a hug? It’s so soft! As for you, you’re wound kinda tight. If you were anxious around others would you have yelled at Marl back there, challenging him to a duel? If you don’t like being hugged, well I’d find out pretty quick and adjust my actions. Like what has happened now. My actions, my responsibility. It wouldn’t be Miss Shuko’s fault if I hugged you and you didn’t like it. It wouldn’t be Miss Tumble’s fault either. Mine, that’s all. Point is though, are we going to debate the fact I hug people all day? Or are we going to do something productive?”   Nori being as competitive as she is, got lost in trying to win the debate, and it took Tommy’s final words to make her realise it. she had made a fool of herself by talking about such a silly and childish subject with such passion, and that did make her blush. quickly facing away from Tommy and towards Tumble, she hoped that her future teacher was still asleep and hadn’t heard all the commotion.    “Fine, let’s leave it at that then.”   She said abruptly before walking away from Tommy and towards a chair to the right of Tumble, sitting down with her arms folded.   “A wise general does know when to retreat… or something like that anyway~”  going back over to Shuko, Tommy saw she’d hurt herself and offered her a seat. Nori’s talk making him think he was somehow responsible, and also offering one to Akemi, because that was just good manners.   ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
4421239,giantplayground,The First Circle: Fomorii (In Character),"[{'content': ' Rodric Quillweave   Sighing he said ""Come no closer."" as he finished speaking he tossed the vial into the flames. It sputtered higher and turned green for a instant before vanishing. There wasn\'t even a scorch mark upon the ground, just a slight amount of smoke drifting upward.  Stepping back he began to trace several of the runes one the hem of his robe as he waited for the response from the knights and the stranger. Muttering he spoke the word  ""Auqxir""  and used the signs he had traced to focus the energies for his spell. He act from a position of strength till he saved his family. The vile he had thrown had contained a multitude of sleeping spores common only in places where a volcano slept. They would only awakening when the shells protecting the seeds were burned. Now all he had to do was give them the energy they needed and he could cause the Baron to erupt into a mass of vines.  ""Be warned though I will not be taken into custody and the Baron will die if you try anything of the like.""     Spoiler   \n  Hide  \n \n Edit: fixed to go with dm post, missed it as I was posting \n ', 'role': 'user'}
 {'content': ' Dealgan McFergal   Dealgan smiled triumphantly at his victory and happy raised his hands in surrender for the guards ""Of course gentlemen, I\'m a member of Dhalzamir\'s magical academy, I work as a consultant for various law enforcement agencies. However I fear I have no identification on me, but my background should be easy enough to check, in the mean time, please point a sword at me if it helps you relax.""  Hearing the other wizard response aggressively Dealgan frowns and responds ""You wanted to save your family, they are saved, to what purpose do you still resist? These men are the lawful authority here, they should be respected.""', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
6142746,giantplayground,Age of Mythology,"[{'content': ""Now that was impeccable timing. A host of strong warriors at their fore, the perfect distraction for the single hidden foe at their back. He stifles a deep laugh, wishing to remain hidden in his invisible state.  Initiative: (1d20+19)[ 25 ]   The Spirit strafes past the closest giant he can reach, one of the stragglers at the rear end of the procession. He quickly moves past, twin blades slicing rapidly, an attack that seems to take no time before he moves away from the giant.     Spoiler   \n  Hide  \n \n (Double) Spring attack (bounding attack). 40' forward?, 40' back. \n \nTo hit: Desert's Hunger 1 (1d20+35)[ 47 ]  \nTo hit: Desert's Hunger 2 (1d20+30)[ 39 ]  \nDmg: DH1:  (1d4+14)[ 17 ]  + Improved Skirmish  (5d6)[ 14 ]  +  (1d4)[ 2 ]  Dessication damage +  (1d6)[ 2 ]  Acid Damage +  (1d6)[ 1 ]  Vampiric (which I gain as HP) \nDmg: DH2:  (1d4+14)[ 15 ]  +  (5d6)[ 20 ]  +  (1d4)[ 3 ]  +  (1d6)[ 4 ]  +  (1d6)[ 1 ]  \n \nTo hit: Dark Heart of Keku 1:  (1d20+35)[ 42 ]  \nTo hit: Dark Heart of Keku 2:  (1d20+30)[ 34 ]  \nDmg: DHK1:  (1d4+8)[ 12 ]  + Imp Skirm  (5d6)[ 20 ]  \nDmg: DHK2:  (1d4+8)[ 10 ]  +  (5d6)[ 17 ]  \n   Stats:    Spoiler   \n  Hide  \n \n  \n HP  293/293,  DR  5/-,  Speed  80' \n AC  35 (40 if after Initiative (from Imp.Skirmish),  Touch  26 (+5 Skirm),  Flat-footed  19 (doesn't happen: Uncanny dodge),  Fort  +30,  Ref  +30,  Will  +20 \nCurrently: Blurred, Invisible (Until after turn, obviously) \n "", 'role': 'user'}
 {'content': ' Karsh   Gazing at the host of giants, Karsh lets out a laugh. "" Lord of the Earth, guide my blades. Much blood will be shed today! ""  He charges up the slope with blinding speed, tendrils of shadow twisting and roiling out behind him as he goes. After a brief while running, he takes the end of one of his trailing shadows and wraps it around himself, appearing instantly 50 feet further along, both daggers drawn and ready for killing.     Spoiler   \n  Hide  \n \n   Initiative  - (1d20+18)[ 21 ]  \n HP : 330 \n AC : 51 base (58 currently, +4 Deflection - Unholy Aura, +2 Dodge - Expeditious Dodge, +1 Dodge - Haste) \n \nDouble moving 180\' and initiating Shadow Blink as a swift action for a total move of 230 feet. Designating the nearest giant as his target for Elusive Target. \n \nActive buffs: 20% Miss Chance - Child of Shadow if move more than 10 feet \nHaste \nBull\'s Strength \nTelepathic Bond \nUnholy Aura \n(Anything else?) \n ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
2345773,roleplayerguild,Knights of The Dawn Covenant: The Longest Winter,"[{'content': '  @Ace of flames01  fine ill be the little spoon =_= ', 'role': 'user'}
 {'content': ""  @Zelosse  huh? What? ... I'm so confused... "", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
2400789,roleplayerguild,The Sins of the Gods,"[{'content': ""  @End Here  Alright, I believe I will raise it up just a bit. Maybe to either 60,000 or 65,000  I also get this odd feeling that Nur and Aftrone are going to fight from time to time. I don't know why. "", 'role': 'user'}
 {'content': ' Bahaha I was thinking the same thing.  @Lauder  ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
3775663,roleplayerguild,Ω Heroes of Olympus: The Next Age of Heroes Ω,"[{'content': '      Arthur Stanford               Location: Big House Skills: N/A        \tArthur made a face for a moment as he thought, not one of disagreement, but one of contemplation. That was an interesting idea, though he wasn\'t sure how much it mattered. He\'d never heard of a Greek demigod being approached by their Roman counterpart for the purposes of helping Camp Jupiter, but it was a worthwhile consideration. He wasn\'t sure, however, if such an act would be seen as an act of distrust between the two camps. If it was an ultimately meaningless thing, then all it would do is sew division between the two camps, which wasn\'t something they\'d want in the things to come.  \t"" I think I\'d still prefer Demi, Zeus as a parent might make the other campers respect him, between Camp Jupiter and here. "" He explained, "" I\'m a bit nervous of trusting Tammy since I don\'t know her well, and I don\'t expect her to vote for herself, which might make her winning the election hard. "" He said, pursing his lips. "" If you wanna try it, I\'ll back you, but I still think Demi is the best all around bet. "" He said earnestly, as they entered the Big House, laying his cards on the table. He didn\'t want Andy to feel like she wasn\'t being listened to though, so he was willing to acquiesce if she strongly believed in this.  ', 'role': 'user'}
 {'content': '        Jason and   Janelle Gauger         Location:   Camp Grounds   Skills:   N/A       ""An bhfuil a fhios agat gur féidir leat labhairt liom faoi rud ar bith ceart? Agus cuir in iúl dom má theastaíonn uait mé a fheiceáil faoi rud éigin a dhéanamh faoi nó cibé rud,""  Jason responded to his sister with a smile. He wasn\'t going to make her tell him the full truth about what was wrong if she didn\'t want to, that was entirely her choice. But based on how she reacted to certain things, he had a pretty good idea of what was bugging her, but that was mainly because he knew her so well and was around her a lot.    ""Dúirt mé leat go bhfuil sé ceart go leor, ná bí buartha faoi iomarca. Níl aon rud mícheart in ainneoin a bhfuil á rá agat i gcónaí, cé go gcuireann sé seo le mo argóint go bhfuil buachaillí dúr ar an iomlán,""  she responded instantly, getting a bit annoyed by her brother\'s pestering, though for the most part, she was sort of just glad that there was another distraction, as she heard Kristin\'s voice as she walked over and said hello, and Janelle waved her hand slightly in the direction of Kristin\'s voice.  \tHe turned to look at Kristin, waving slightly,  ""Ahh \'ey dere Kristin, \'ow are ya doin? I\'m doin alright, naht sure about Janey \'ere, just waitin around fahr everyahne to get back so dat we can see about \'eadin ahff ahn de quest ahr whatever, so dat\'s fun,""  Jason responded to her with a bit of a shrug. Personally he was fine if she wanted to walk around with them for a little while or something like that, but he figured he\'d leave that decision up to Janelle.  \tShe listened to what the other two were saying, and decided to answer Kristin\'s questions.  ""I\'m doin fine, wance Jason is gahne I\'m goin to \'ead to de clembin wall fahr a lettle while. You can walk wit us fahr a lettle while if you want to, I\'m perfectly fine wit it.""  Actually, Janelle would be happy to have Kristin join them, since then maybe it would stop her brother from bugging her about other things, and that\'s just how things were. Hopefully that\'s how it would go anyway.         Marygold Isley         Location:   Camp Store   Skills:   N/A    \tMary just more or less watched Stella sort of wander around the store, gathering up various things that she likely was going to need for the quest. She was sort of paying attention to what was going on, before remembering that she needed to grab a few things for her own quest. Walking over, she found a bag of her own to take with her, and thinking back on the stuff she already had back at her cabin, namely the sword that she typically used in fighting, aside from her own powers that she used. Before heading off on her quest she made a note to remember to go back and grab it.  \tShe just grabbed a few other small things that she likely would need for the quest, a few things of food, water, and other simple things to make life a bit easier on the quest. Mary knew enough about botany and biology to make just about any sort of plant she might need in a pinch if needed, but she\'d prefer to not have to rely on that sort of thing if she didn\'t have to. Making sure that she had everything that she might need, she turned to look at Stella,  ""Do you have everything?""  she asked her, figuring she\'d ask her. ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
1069328,roleplay-by-post,IC - Wandering Monster High School,"[{'content': ' \n \n Saint_of_Ravens said: \n \n \n \n\t\t\tWhen the topic of team leader came up Ara decided to interject ""Oh,  glorious captain of the cheerleading team, how wounded I am that you didn\'t even mention the possibility of letting me take the leading position for this mission. I who have served you for so long, oh how my heart can\'t take this!"" said the spider as she over-dramatically fainted.\n\t\t \n  Click to expand...  \n \n  ""Yes, you make a wonderful servant. And that\'s why we\'re not going to change that winning formula,"" Ember says with a tone that makes it sound as if it\'s a compliment.  However she does move to catch Ara as she pretends to faint. Ember realizes that Ara is just fine, but having her collapse on the floor is a scene we don\'t need right now.    \n \n Talisman said: \n \n \n \n\t\t\tBrog watches as Ara collapses in a surprisingly-graceful faint, then returns his attention to the discussion on Gryllus\'s leadership potential. \n \n""I\'m not one for fancy tactics; I\'m more concerned with just winning,"" he comments. ""Straightest path to victory."" He taps a horn suggestively.\n\t\t \n  Click to expand...  \n \n  ""I\'m sure your horns are great for Blood Bowl but I don\'t know how much help they\'ll be at...""  She trails off. Wait hang on, just exactly what are they doing anyway?  ""Is it just me or did teach\' not tell us what it is we\'re doing just yet. Well, we can\'t very well pick a leader and teams if we don\'t know what we\'ll be doing. Uhm, excuse me? Mister Takrolymus?"" Note that she didn\'t call him Lord. ""Just exactly what will this practical lesson be about?""  ""Who knows Ara, maybe it\'s about putting on a fashion show. If it is you can be leader after all! Well... or maybe a mini-boss, anyway.""', 'role': 'user'}
 {'content': ' \n \n Sage Genesis said: \n \n \n \n\t\t\t""Is it just me or did teach\' not tell us what it is we\'re doing just yet. Well, we can\'t very well pick a leader and teams if we don\'t know what we\'ll be doing. Uhm, excuse me? Mister Takrolymus?"" Note that she didn\'t call him Lord. ""Just exactly what will this practical lesson be about?""\n\t\t \n  Click to expand...  \n \n    ""You expect answers when you cannot even address your teacher with respect?""    Boomed the teacher.     ""Ten demerits.  And it will be a competition between the teams to showcase the importance of unity when faced with threats.""  ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
1686054,roleplayerguild,A Bloody Mess,"[{'content': ' Yours was a perfect example, Crunch. It was something you expected to find in a home while also being something you could use. I give your findings 10/10 cans of dogfood  ', 'role': 'user'}
 {'content': ' Okay, I got held up yesterday and today I am cutting things too tight to make a decent post. Not sure when I get back tonight but I will try again tonight for a post. Sorry for the delay. ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
2330125,roleplayerguild,Unforeseen Future,"[{'content': ""   This is a PRIVATE roleplay.    We're starting with them getting their squad assignments.  "", 'role': 'user'}
 {'content': ' {ᴄʜᴀʀᴀᴄᴛᴇʀ ᴡɪᴛʜᴅʀᴀᴡɴ} ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
5103794,giantplayground,Kagekure-Team Kaken,"[{'content': ' Arashi   Twisting her head back round to face behind her and seeing the figure clad in black the fabric of her jacket twisted again gripping her even more before loosening. Quickly planting the hand that had been reaching for the left overs she lifted herself up and twisting in mid-air landing five feet away facing Masaru and the tents. As she did so her trousers slid down her legs enough to show a change her muscles became harder more defined and her movements began to blur as she landed. Her legs pushed against her chest with her left hand planted on the floor as she leaned forward against it, her right hand hovering over the seal hidden beneath her left hand guard. "" Who the hell is this guy. He looks like Blue and Green-san. "" She thought as she stared at the black mask.  OOC:     Spoiler   \n  Hide  \n \n  Taijutsu Perform Check (1d20+7=24)  \n ', 'role': 'user'}
 {'content': ' Masaru   Masaru noticed the way the girl\'s reactions sped up, recognizing the threat immediately.  He also favored the technique, and knew exactly what it could do.  If she decided to come at him he would need to be as fast or faster than she in order to keep up, so he made ready to do the same should she make a move that was the slightest bit threatening.  It also crossed his mind that she would try to run away, and he debated the merits of following her if she did.  Either way, this confirmed that she had been trained at some point in her life as a ninja.  Masaru cocked his head to the side a bit and lifted his hands out to the side in order to show he was unarmed.  It meant little as far as the damage he could do, but it was an easily recognizable signal that he had no desire to fight, even if she didn\'t speak the common tongue.  "" You look hungry.  It would be stupid to run away or try to fight me, since neither would get you any food.  Especially when I\'m planning on letting you take it. "" he said in his stoic, plain way.  Masaru and diplomacy didn\'t really go hand in hand, but he was alright with logic.', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
4976701,giantplayground,Aerokean Chronicles: Part 1,"[{'content': '   Spoiler   \n  Hide  \n \n I realize that hiding under the table is not a perfect guarantee no one will notice, but given the chaos of a barfight erupting Methusias is willing to risk it. \n \nRolling 10% ASF (11 or better makes) to cast in the cramped position:  (1d100)[ 66 ]  \n ', 'role': 'user'}
 {'content': "" Amist   The young woman slips quietly off her stool as the big guy does his I'm big-I'm bad-I'm tough speech. She considers pulling her hand crossbow out of her pack, but time runs out before she can.  Aaaaand...fight's on.  Acting on instinct, she yanks out her dagger...targeting the leader of the thugs, the biggest bully - and she hates bullies...and hurls it as hard as she can.     Spoiler   \n  Hide  \n \n  \n Initiative:   (1d20+1)[ 20 ]  \n  Ranged touch attack:   (1d20+6)[ 18 ]  \n Strength penalty:   (1d6+2)[ 8 ]   \n \nNot bad... \nHer next action will be to draw that kukri of hers and prepare to defend herself. \n "", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
910992,roleplay-by-post,"IC - High School Magical 4: Now Less Harem, More Shonen Fighting","[{'content': ' \n \n DrZombie said: \n \n \n \n\t\t\t""I think  it\'d be fun! Especially if i get a chance to use all of my abilities. I don\'t often get a chance to,"" Mao said.\n\t\t \n  Click to expand...  \n \n  ""...One supposes that human society would restrict that, yes,"" said Mina.  ""The plan of a feast is a good one-- free food is an excellent social lubricant.  Perhaps with music, as well?""', 'role': 'user'}
 {'content': ' \n \n GaoGaiGar said: \n \n \n \n\t\t\t""That\'s what our club is for, exploring the island"" Jackie says.  ""If we might have company when we go, we should prepare a warm reception..."" she goes on seriously.  ""A barbeque.  We bring out lots of food and share it with anyone who shows up.  We make friends and see what they like.""\n\t\t \n  Click to expand...  \n \n   \n \n DrZombie said: \n \n \n \n\t\t\t""I think  it\'d be fun! Especially if i get a chance to use all of my abilities. I don\'t often get a chance to,"" Mao said.\n\t\t \n  Click to expand...  \n \n   \n \n Unka Josh said: \n \n \n \n\t\t\t""...One supposes that human society would restrict that, yes,"" said Mina.  ""The plan of a feast is a good one-- free food is an excellent social lubricant.  Perhaps with music, as well?""\n\t\t \n  Click to expand...  \n \n  Rebecca nods. ""I can give you directions to the town; you can just follow the beach if you want an easy trip, but it\'s faster to cut across the island. It\'s probably better if I don\'t lead you myself, because they\'re not exactly fond of me.""', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
6140829,giantplayground,Artifact Hunters,"[{'content': "" Ogentep   {OOC -- This is for the next round.}  Ogentep maneuvers to see the illithid.  If he does, he shoot off his nimbus of light.  If he can't attack, Ogentep readies himself to cure anyone the illithid attacks.     Spoiler   \n  Hide  \n \n  \nIf he can attack: \nRanged touch attack:  (1d20+6)[ 23 ]  \nDamage:  (1d8+4)[ 12 ]  \n \n "", 'role': 'user'}
 {'content': ' Tevrier   Caught offguard, Tevrier is defenceless against the tentacle-faced creature\'s blows.  Yet despite the pain, his wounds feel... cold.  A cold that spreads beneath the ranger\'s broken skin, into his blood... his limbs... his chest...   ""Huh...ziht!"" he gasps, pitching forward as the clammy darkness claims him.', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
1802936,roleplayerguild,Free For All,"[{'content': "" Ashley woke up like she normally does, one sense at a time. The air smelled musty and stale like it has been trapped here for some time. The ground was cold and hard, concrete probably. And finally, she could see the gray concrete walls illuminated by a row of lights coming from a center of the expanse.  None of that was important compared to the realization that she was alone. The Familiar feeling of a sheath that should be clutched between her hands was missing. It is not on her hip, and it is not around her. Ren is not here.   Needing to look around, to find where she is at, and were Ren is, Ashley realized how alone she feels without the presence of her partner in the back of her mind. 'This place is to clean for some of my enemies, not nice enough another, and generally does not have enough fire for the third.' Ash reflected, peering out from the nook she awoke in 'So where am I here?' "", 'role': 'user'}
 {'content': ' Oh, so in case anyone is confused at my writing. (which is likely as my middle name might as well be ambiguity...)  My character is (in my understanding) near three previous players that already posted. (tagged them)  The idea in my head was: ""My character wakes up nearby and uses one of his skills to try and spook/attract one of the voices to come help him over the cracks in the floor.""  (Sorry if this was unclear, fighting my ambiguity has been a heavy struggle for most of my adult life.. xD ) ', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
6490516,giantplayground,Way of the Wicked: An Infernal Vision (IC),"[{'content': 'Narciso will move opposite of the now free Ogre and then move up to try and get into a good position to attack the guard on that side.     Spoiler: Actions   \n  Hide  \n \n Looking for flank, but assuming its not yet possible \n (1d20+5)[ 11 ]  \n \n1d4+2 \n ', 'role': 'user'}
 {'content': "" D'Rakka   D'Rakka will charge into the guards room to help as soon as he is able.     Spoiler: Rolls   \n  Hide  \n \n Attack  (1d20+6)[ 24 ]   This assumes a charge attack, otherwise it is 2 less. \nDamage  (1d6+4)[ 6 ]  \n "", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
1183141,roleplayerguild,"The League - First Blood (Persistent World Superhero Sci Fi and Fantasy, Always Open)","[{'content': ' \n  Yog Sothoth  said \n pretty bad, but the yellow lanterns normally get defeated by the other colors, indigo is the best color in my opinion \n   That\'s probably only because they\'ve got the whole ""good triumphs over evil"" thing going on, but I\'m pretty sure the Sinestro Corps completely devastated the Green Lanterns and Oa. At least they haven\'t gotten the Red Lanterns treatment yet, their whole corps got reduced down to like, five members. Makes me sad, they\'re probably my favorite corps, but the Sinestro Corps are tied with them.  Also Yog, Abaddon is currently in his human form.', 'role': 'user'}
 {'content': 'Thanks for the well wishes. It was nothing serious, just needed fluids and bedrest.', 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
5486214,giantplayground,Spell Duel: Marquis de la Nuit vs Ghautar Bloodwing,"[{'content': '...alright...   CLC  - (1d20+8)[ 14 ]   *crosses fingers*', 'role': 'user'}
 {'content': ""SOOOOO close...and that'll disable me, but I'm not out yet.  Fortitude Save (1d20+10)[ 18 ]   Stunned, I drop my wand."", 'role': 'assistant'}]",0.0,0.0,0.0,0.0,0.0,0.0
